Year,Section Notation,Industry Section Name,Fuel,Value,Marker
2011,J,Programming and broadcasting services,Other fuels,0.0,
2012,J,Programming and broadcasting services,Other fuels,0.0,
2013,J,Programming and broadcasting services,Other fuels,0.0,
2014,J,Programming and broadcasting services,Other fuels,0.0,
2015,J,Programming and broadcasting services,Other fuels,0.0,
2016,J,Programming and broadcasting services,Other fuels,0.0,
2017,J,Programming and broadcasting services,Other fuels,0.0,
2018,J,Programming and broadcasting services,Other fuels,0.0,
2019,J,Programming and broadcasting services,Other fuels,0.0,
2020,J,Programming and broadcasting services,Other fuels,0.0,
2021,J,Programming and broadcasting services,Other fuels,0.0,
1990,J,Telecommunications services,Other fuels,0.0,
1991,J,Telecommunications services,Other fuels,0.0,
1992,J,Telecommunications services,Other fuels,0.0,
1993,J,Telecommunications services,Other fuels,0.0,
1994,J,Telecommunications services,Other fuels,0.0,
1995,J,Telecommunications services,Other fuels,0.0,
1996,J,Telecommunications services,Other fuels,0.0,
1997,J,Telecommunications services,Other fuels,0.0,
1998,J,Telecommunications services,Other fuels,0.0,
1999,J,Telecommunications services,Other fuels,0.0,
2000,J,Telecommunications services,Other fuels,0.0,
2001,J,Telecommunications services,Other fuels,0.0,
2002,J,Telecommunications services,Other fuels,0.0,
2003,J,Telecommunications services,Other fuels,0.001,
2004,J,Telecommunications services,Other fuels,0.001,
2005,J,Telecommunications services,Other fuels,0.001,
2006,J,Telecommunications services,Other fuels,0.001,
2007,J,Telecommunications services,Other fuels,0.001,
2008,J,Telecommunications services,Other fuels,0.001,
2009,J,Telecommunications services,Other fuels,0.0,
2010,J,Telecommunications services,Other fuels,0.0,
2011,J,Telecommunications services,Other fuels,0.0,
2012,J,Telecommunications services,Other fuels,0.0,
2013,J,Telecommunications services,Other fuels,0.0,
2014,J,Telecommunications services,Other fuels,0.0,
2015,J,Telecommunications services,Other fuels,0.0,
2016,J,Telecommunications services,Other fuels,0.0,
2017,J,Telecommunications services,Other fuels,0.0,
2018,J,Telecommunications services,Other fuels,0.0,
2019,J,Telecommunications services,Other fuels,0.0,
2020,J,Telecommunications services,Other fuels,0.0,
2021,J,Telecommunications services,Other fuels,0.0,
1990,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1991,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1992,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1993,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1994,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1995,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1996,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1997,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1998,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1999,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2000,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2001,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2002,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2003,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2004,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2005,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2006,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2007,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2008,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2009,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2010,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2011,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2012,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2013,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2014,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2015,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2016,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2017,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2018,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2019,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2020,J,"Computer programming, consultancy and related services",Other fuels,0.0,
2021,J,"Computer programming, consultancy and related services",Other fuels,0.0,
1990,J,Information services,Other fuels,0.0,
1991,J,Information services,Other fuels,0.0,
1992,J,Information services,Other fuels,0.0,
1993,J,Information services,Other fuels,0.0,
1994,J,Information services,Other fuels,0.0,
1995,J,Information services,Other fuels,0.0,
1996,J,Information services,Other fuels,0.0,
1997,J,Information services,Other fuels,0.0,
1998,J,Information services,Other fuels,0.0,
1999,J,Information services,Other fuels,0.0,
2000,J,Information services,Other fuels,0.0,
2001,J,Information services,Other fuels,0.0,
2002,J,Information services,Other fuels,0.0,
2003,J,Information services,Other fuels,0.0,
2004,J,Information services,Other fuels,0.0,
2005,J,Information services,Other fuels,0.0,
2006,J,Information services,Other fuels,0.0,
2007,J,Information services,Other fuels,0.0,
2008,J,Information services,Other fuels,0.0,
2009,J,Information services,Other fuels,0.0,
2010,J,Information services,Other fuels,0.0,
2011,J,Information services,Other fuels,0.0,
2012,J,Information services,Other fuels,0.0,
2013,J,Information services,Other fuels,0.0,
2014,J,Information services,Other fuels,0.0,
2015,J,Information services,Other fuels,0.0,
2016,J,Information services,Other fuels,0.0,
2017,J,Information services,Other fuels,0.0,
2018,J,Information services,Other fuels,0.0,
2019,J,Information services,Other fuels,0.0,
2020,J,Information services,Other fuels,0.0,
2021,J,Information services,Other fuels,0.0,
1990,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1991,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1992,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1993,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1994,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1995,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1996,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1997,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1998,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1999,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2000,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2001,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2002,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2003,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2004,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2005,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2006,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2007,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2008,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2009,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2010,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2011,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2012,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2013,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2014,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2015,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2016,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2017,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2018,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2019,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2020,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
2021,K,"Financial services, except insurance and pension funding",Other fuels,0.0,
1990,K,Insurance & Reinsurance,Other fuels,0.0,
1991,K,Insurance & Reinsurance,Other fuels,0.0,
1992,K,Insurance & Reinsurance,Other fuels,0.0,
1993,K,Insurance & Reinsurance,Other fuels,0.0,
1994,K,Insurance & Reinsurance,Other fuels,0.0,
1995,K,Insurance & Reinsurance,Other fuels,0.0,
1996,K,Insurance & Reinsurance,Other fuels,0.0,
1997,K,Insurance & Reinsurance,Other fuels,0.0,
1998,K,Insurance & Reinsurance,Other fuels,0.0,
1999,K,Insurance & Reinsurance,Other fuels,0.0,
2000,K,Insurance & Reinsurance,Other fuels,0.0,
2001,K,Insurance & Reinsurance,Other fuels,0.0,
2002,K,Insurance & Reinsurance,Other fuels,0.0,
2003,K,Insurance & Reinsurance,Other fuels,0.0,
2004,K,Insurance & Reinsurance,Other fuels,0.0,
2005,K,Insurance & Reinsurance,Other fuels,0.0,
2006,K,Insurance & Reinsurance,Other fuels,0.0,
2007,K,Insurance & Reinsurance,Other fuels,0.0,
2008,K,Insurance & Reinsurance,Other fuels,0.0,
2009,K,Insurance & Reinsurance,Other fuels,0.0,
2010,K,Insurance & Reinsurance,Other fuels,0.0,
2011,K,Insurance & Reinsurance,Other fuels,0.0,
2012,K,Insurance & Reinsurance,Other fuels,0.0,
2013,K,Insurance & Reinsurance,Other fuels,0.0,
2014,K,Insurance & Reinsurance,Other fuels,0.0,
2015,K,Insurance & Reinsurance,Other fuels,0.0,
2016,K,Insurance & Reinsurance,Other fuels,0.0,
2017,K,Insurance & Reinsurance,Other fuels,0.0,
2018,K,Insurance & Reinsurance,Other fuels,0.0,
2019,K,Insurance & Reinsurance,Other fuels,0.0,
2020,K,Insurance & Reinsurance,Other fuels,0.0,
2021,K,Insurance & Reinsurance,Other fuels,0.0,
1990,K,Pension funding,Other fuels,0.0,
1991,K,Pension funding,Other fuels,0.0,
1992,K,Pension funding,Other fuels,0.0,
1993,K,Pension funding,Other fuels,0.0,
1994,K,Pension funding,Other fuels,0.0,
1995,K,Pension funding,Other fuels,0.0,
1996,K,Pension funding,Other fuels,0.0,
1997,K,Pension funding,Other fuels,0.0,
1998,K,Pension funding,Other fuels,0.0,
1999,K,Pension funding,Other fuels,0.0,
2000,K,Pension funding,Other fuels,0.0,
2001,K,Pension funding,Other fuels,0.0,
2002,K,Pension funding,Other fuels,0.0,
2003,K,Pension funding,Other fuels,0.0,
2004,K,Pension funding,Other fuels,0.0,
2005,K,Pension funding,Other fuels,0.0,
2006,K,Pension funding,Other fuels,0.0,
2007,K,Pension funding,Other fuels,0.0,
2008,K,Pension funding,Other fuels,0.0,
2009,K,Pension funding,Other fuels,0.0,
